feature_idx,stratum,pearson_r,n_predicted,holdout_coverage,firing_rate,max_f1_dom,best_concept,n_significant_concepts,unexplained_mass_fraction,unexplained_enrichment,causal_concept,causal_selectivity,causal_selectivity_z,causal_mean_delta_ce,summary
553,unexplained,0.9498093483560002,16,1.0,0.0004303925300460369,0.0027858305256813765,mz_low,50,0.9958008747565544,1.619916977631972,,,,,"The feature activates on peaks around m/z 214.15 marked as ""noise,"" especially in specific spectral contexts with nearby peaks around 204.13 and 225.12."
689,unexplained,0.8624545209987012,15,1.0,0.0014451399886776233,0.009468374773859978,mz_low,50,0.9992065408170772,1.6254571377296767,,,,,"The feature activates on peaks with m/z approximately 185.165 marked as ""noise,"" independent of their spectral context or peptide origin."
899,unexplained,0.749725503421453,15,1.0,0.0009113305911049494,0.005977787543088198,mz_low,50,0.9968552027132053,1.6216321034169219,,,,,"The feature activates on peaks with m/z around 183.149 surrounded by specific nearby peaks, particularly with moderate intensity."
940,concept,-0.3816579084373004,15,1.0,0.0777645957442648,0.3509137034416199,is_H2O_loss,49,0.41963281964833493,0.6826368063656281,,,,,"The feature activates on peaks labeled as ""noise"" that are part of a dense region of nearby peaks with various intensities and ion types."
959,concept,0.6457685207807545,11,1.0,0.05632287631921873,0.290606826543808,mz_high,49,0.577497100973616,0.9394421938312805,,,,,The feature activates on high m/z noise or 'y' ions when surrounded by several noise peaks.
1353,concept,0.6020735635686468,14,1.0,0.07052018565853516,0.33031395077705383,mz_low,50,0.6865881798567468,1.116905876853426,,,,,The feature activates on low m/z internal or noise peaks.
1419,concept,0.7918339061177762,14,1.0,0.1804165250999226,0.3714335858821869,mz_mid,50,0.6271094208913712,1.020148930862545,,,,,"The feature activates on low-to-medium intensity peaks within the m/z range of 600-800 that do not match theoretical fragments, within spectra with several nearby peaks, indicating a context-dependent pattern."
1741,unexplained,0.6956750942245213,15,1.0,0.0032365435300794427,0.021101444959640503,mz_low,49,0.9993968849046062,1.6257667795735398,,,,,"The feature activates on noise peaks near 143.117 m/z, especially in the presence of nearby immonium ions around 136.08 m/z and high relative intensity."
2041,unexplained,0.7629857860358991,12,1.0,0.00029902155436544435,0.00402679480612278,peptide_length_short,50,0.9966311123956354,1.621267564964349,,,,,"The feature activates on peaks near 285 m/z with moderate to high intensity and specific nearby peaks, particularly when labeled as ""noise""."
2082,concept,0.03034933762098431,14,1.0,0.09120755895676216,0.2916646897792816,mz_mid,49,0.5518690382467861,0.8977517967173413,,,,,"The feature activates on peaks with intense neighboring peaks, regardless of a consistent physical or chemical pattern."
2091,unexplained,0.674801122330112,17,1.0,0.0008863985486973674,0.007637129630893469,spectrum_contains_cam_cys,50,0.9970512341308634,1.6219509971131052,,,,,"The feature activates on 'noise' peaks with m/z ~133.043, often near immonium ions."
2200,concept,-0.15592596496975653,13,1.0,0.06092539356665903,0.2902943789958954,mz_high,50,0.6029463886159115,0.9808417689526346,,,,,"The feature activates on peaks classified as ""noise"", especially those flanked by other ""noise"" peaks in dense spectra."
2312,concept,0.3511974038574206,16,1.0,0.13271092111601038,0.42278364300727844,mz_high,49,0.5883334487870296,0.9570701998347552,,,,,"The feature activates on peaks with high m/z, significant relative intensity, and a spectral context featuring notable internal/b/y ions."
2388,unexplained,0.15925914058931967,11,1.0,0.0010744184430746882,0.019484099000692368,peptide_length_short,50,0.9962852517104369,1.6207049368224675,,,,,The feature activates on high-intensity noise peaks relatively isolated in dense spectra.
2637,concept,0.7562636699618105,17,1.0,0.039746060555827516,0.33302438259124756,mz_high,49,0.6268822642105353,1.0197794042099817,,,,,"The feature activates on peaks in the 1032-1068 m/z region, associated with specific nearby peak patterns, often labeled as ""noise."""
2746,concept,0.8090129584625705,16,1.0,0.005516114387855029,0.29729387164115906,is_I_ion,50,0.0012703035114452477,0.0020664635642529817,,,,,The feature activates on intense immonium ion peaks at m/z ~136.075 with nearby similar or supportive peaks.
2825,concept,0.7777880239476241,16,1.0,0.2056161240243931,0.34147775173187256,mz_mid,50,0.7425477901459304,1.2079380551403538,,,,,"The feature activates on ""noise"" peaks with significant nearby spectral context, particularly in the 600-700 m/z range."
2996,unexplained,0.5425249208959361,10,1.0,0.0010090884923810242,0.007819649763405323,peptide_length_short,50,0.998205276040892,1.623828332361893,,,,,"The feature activates on noise peaks in the 300-357 m/z region with medium intensity, linked to modified peptides' context."
3011,unexplained,0.6317627383208897,13,1.0,0.0006622471917935508,0.0044275447726249695,spectrum_contains_cam_cys,50,0.9974155795542033,1.6225436952638628,,,,,"The feature activates on a peak around 133.043 m/z, influenced by nearby immonium ions and specific mass differences in the spectrum context."
3091,concept,0.560025739998169,12,1.0,0.006563437937546789,0.3401874005794525,is_I_ion,50,0.007346519787456345,0.011950935605594001,,,,,The feature activates on immonium ions near m/z 120 with moderate intensity and specific nearby y-ion patterns.
3616,unexplained,0.8427011104659161,11,1.0,0.0006958898942936214,0.00457074074074626,mz_low,49,0.9974245289899462,1.6225582537396257,,,,,The feature activates on peaks at m/z ~173.128 in the context of a nearby intense y-ion peak at 175.12 m/z.
3629,concept,0.38320082456377624,16,1.0,0.006598695371254481,0.339959979057312,is_I_ion,50,0.00330292295772398,0.005373022971420387,,,,,The feature activates on immonium ion peaks around m/z 120.08 with high relative intensity and specific spectral contexts.
3789,unexplained,0.9483682873087285,16,1.0,0.00036540330245122865,0.0015982113545760512,mz_low,50,0.9982933798413738,1.6239716550339374,,,,,"The feature activates on peaks near m/z 285.23, primarily when labeled as 'noise', independent of spectral context and ion type."
